Número de Testes, Aproximação Simples , Fórmula S, Número Real
Número de Testes, Aproximação Simples , Fórmula S, Número Real
10.0,4.34294481903,4.34294481903,5
100.0,21.7147240952,21.7147240952,26
1000.0,144.764827301,144.764827301,169
10000.0,1085.73620476,1085.73620476,1230
100000.0,8685.88963807,8685.88963807,9593
